2021-11-16T20:13:22.624+09:00,yeojisu,Action,NewDir,과제10,Project,,,-1,-1,Default task
2021-11-16T20:13:27.612+09:00,yeojisu,KeyEvent,65535:157:4,과제10,Popup,,,-1,-1,Default task
2021-11-16T20:13:27.848+09:00,yeojisu,Action,EditorPaste,과제10,Popup,,,-1,-1,Default task
2021-11-16T20:13:27.907+09:00,yeojisu,KeyEvent,118:86:4,과제10,Popup,,,-1,-1,Default task
2021-11-16T20:13:28.352+09:00,yeojisu,KeyEvent,10:10:0,,,,,-1,-1,
2021-11-16T20:13:32.703+09:00,yeojisu,Action,NewDir,과제10,Project,,,-1,-1,Default task
2021-11-16T20:13:37.692+09:00,yeojisu,KeyEvent,65535:157:4,과제10,Popup,,,-1,-1,Default task
2021-11-16T20:13:38.356+09:00,yeojisu,KeyEvent,65535:157:4,과제10,Popup,,,-1,-1,Default task
2021-11-16T20:13:38.526+09:00,yeojisu,Action,EditorPaste,과제10,Popup,,,-1,-1,Default task
2021-11-16T20:13:38.531+09:00,yeojisu,KeyEvent,118:86:4,과제10,Popup,,,-1,-1,Default task
2021-11-16T20:13:39.522+09:00,yeojisu,KeyEvent,10:10:0,,,,,-1,-1,
2021-11-16T20:13:43.582+09:00,yeojisu,Action,NewDir,과제10,Project,,,-1,-1,Default task
2021-11-16T20:13:49.652+09:00,yeojisu,KeyEvent,65535:157:4,과제10,Popup,,,-1,-1,Default task
2021-11-16T20:13:49.855+09:00,yeojisu,Action,EditorPaste,과제10,Popup,,,-1,-1,Default task
2021-11-16T20:13:49.860+09:00,yeojisu,KeyEvent,118:86:4,과제10,Popup,,,-1,-1,Default task
2021-11-16T20:13:50.984+09:00,yeojisu,KeyEvent,10:10:0,과제10,Popup,,,-1,-1,Default task
2021-11-16T20:13:59.857+09:00,yeojisu,Action,EditorBackSpace,과제10,Popup,,,-1,-1,Default task
2021-11-16T20:13:59.858+09:00,yeojisu,KeyEvent,8:8:0,과제10,Popup,,,-1,-1,Default task
2021-11-16T20:14:00.429+09:00,yeojisu,KeyEvent,10:10:0,,,,,-1,-1,
2021-11-16T20:14:10.177+09:00,yeojisu,Action,NewDir,과제10,Project,,,-1,-1,Default task
2021-11-16T20:14:10.588+09:00,yeojisu,KeyEvent,65535:157:4,과제10,Popup,,,-1,-1,Default task
2021-11-16T20:14:12.837+09:00,yeojisu,KeyEvent,65535:157:4,과제10,Popup,,,-1,-1,Default task
2021-11-16T20:14:13.029+09:00,yeojisu,Action,EditorPaste,과제10,Popup,,,-1,-1,Default task
2021-11-16T20:14:13.033+09:00,yeojisu,KeyEvent,118:86:4,과제10,Popup,,,-1,-1,Default task
2021-11-16T20:14:14.131+09:00,yeojisu,KeyEvent,10:10:0,,,,,-1,-1,
2021-11-16T20:14:23.001+09:00,yeojisu,Action,NewDir,과제10,Project,,,-1,-1,Default task
