2021-11-30T16:18:29.564+09:00,yeojisu,Action,Clear Tracking Log,,,,,-1,-1,
2021-11-30T16:18:44.972+09:00,yeojisu,Action,NewClass,12-,Project,,,-1,-1,Default task
2021-11-30T16:18:45.721+09:00,yeojisu,KeyEvent,65535:157:4,12-,Popup,,,-1,-1,Default task
2021-11-30T16:18:45.807+09:00,yeojisu,Action,EditorPaste,12-,Popup,,,-1,-1,Default task
2021-11-30T16:18:45.850+09:00,yeojisu,KeyEvent,118:86:4,12-,Popup,,,-1,-1,Default task
2021-11-30T16:18:46.540+09:00,yeojisu,Action,EditorBackSpace,12-,Popup,,,-1,-1,Default task
2021-11-30T16:18:46.549+09:00,yeojisu,KeyEvent,8:8:0,12-,Popup,,,-1,-1,Default task
2021-11-30T16:18:47.012+09:00,yeojisu,Action,EditorBackSpace,12-,Popup,,,-1,-1,Default task
2021-11-30T16:18:47.019+09:00,yeojisu,KeyEvent,8:8:0,12-,Popup,,,-1,-1,Default task
2021-11-30T16:18:48.122+09:00,yeojisu,KeyEvent,10:10:0,,,,,-1,-1,
2021-11-30T16:18:58.994+09:00,yeojisu,Action,NewClass,12-,Editor,/Users/yeojisu/Desktop/12-/src/ProgressBarTest.java,,2,0,Default task
2021-11-30T16:18:59.572+09:00,yeojisu,KeyEvent,65535:157:4,12-,Popup,/Users/yeojisu/Desktop/12-/src/ProgressBarTest.java,,2,0,Default task
2021-11-30T16:18:59.687+09:00,yeojisu,Action,EditorPaste,12-,Popup,/Users/yeojisu/Desktop/12-/src/ProgressBarTest.java,,2,0,Default task
2021-11-30T16:18:59.735+09:00,yeojisu,KeyEvent,118:86:4,12-,Popup,/Users/yeojisu/Desktop/12-/src/ProgressBarTest.java,,2,0,Default task
2021-11-30T16:19:00.495+09:00,yeojisu,KeyEvent,10:10:0,,,,,-1,-1,
2021-11-30T16:19:16.763+09:00,yeojisu,KeyEvent,65535:157:4,12-,Editor,/Users/yeojisu/Desktop/12-/src/ProgressBarTest.java,,0,0,Default task
2021-11-30T16:19:16.969+09:00,yeojisu,Action,EditorPaste,12-,Editor,/Users/yeojisu/Desktop/12-/src/ProgressBarTest.java,,0,0,Default task
2021-11-30T16:19:17.320+09:00,yeojisu,KeyEvent,118:86:4,12-,Editor,/Users/yeojisu/Desktop/12-/src/ProgressBarTest.java,,22,1,Default task
2021-11-30T16:19:25.169+09:00,yeojisu,KeyEvent,65535:18:8,12-,Editor,/Users/yeojisu/Desktop/12-/src/ProgressBarTest.java,ProgressBarTest::createAndShowGUI,2,11,Default task
2021-11-30T16:19:25.323+09:00,yeojisu,Action,ShowIntentionActions,12-,Editor,/Users/yeojisu/Desktop/12-/src/ProgressBarTest.java,ProgressBarTest::createAndShowGUI,2,11,Default task
2021-11-30T16:19:26.050+09:00,yeojisu,KeyEvent,13:10:8,12-,Editor,/Users/yeojisu/Desktop/12-/src/ProgressBarTest.java,ProgressBarTest::createAndShowGUI,4,11,Default task
2021-11-30T16:20:04.495+09:00,yeojisu,Action,EditorBackSpace,12-,Editor,/Users/yeojisu/Desktop/12-/src/ProgressBarTest.java,,24,0,Default task
