2021-11-15T22:40:24.841+09:00,yeojisu,Action,Clear Tracking Log,,,,,-1,-1,
2021-11-15T22:40:32.401+09:00,yeojisu,Action,NewFile,10-6,Project,,,-1,-1,Default task
2021-11-15T22:40:50.352+09:00,yeojisu,KeyEvent,65535:20:0,10-6,Popup,,,-1,-1,Default task
2021-11-15T22:40:50.388+09:00,yeojisu,KeyEvent,65535:0:0,10-6,Popup,,,-1,-1,Default task
2021-11-15T22:40:51.272+09:00,yeojisu,KeyEvent,118:86:0,10-6,Popup,,,-1,-1,Default task
2021-11-15T22:40:51.486+09:00,yeojisu,KeyEvent,118:86:0,10-6,Popup,,,-1,-1,Default task
2021-11-15T22:40:52.027+09:00,yeojisu,Action,EditorBackSpace,10-6,Popup,,,-1,-1,Default task
2021-11-15T22:40:52.029+09:00,yeojisu,KeyEvent,8:8:0,10-6,Popup,,,-1,-1,Default task
2021-11-15T22:40:52.667+09:00,yeojisu,KeyEvent,105:73:0,10-6,Popup,,,-1,-1,Default task
2021-11-15T22:40:52.790+09:00,yeojisu,KeyEvent,101:69:0,10-6,Popup,,,-1,-1,Default task
2021-11-15T22:40:52.858+09:00,yeojisu,KeyEvent,119:87:0,10-6,Popup,,,-1,-1,Default task
2021-11-15T22:40:57.777+09:00,yeojisu,KeyEvent,10:10:0,10-6,Popup,,,-1,-1,Default task
2021-11-15T22:40:59.754+09:00,yeojisu,KeyEvent,65535:157:4,10-6,Project,,,-1,-1,Default task
2021-11-15T22:40:59.891+09:00,yeojisu,Action,$Delete,10-6,Project,,,-1,-1,Default task
2021-11-15T22:41:01.250+09:00,yeojisu,KeyEvent,8:8:4,10-6,Project,,,-1,-1,Default task
2021-11-15T22:41:06.101+09:00,yeojisu,Action,NewDir,10-6,Project,,,-1,-1,Default task
2021-11-15T22:41:07.156+09:00,yeojisu,KeyEvent,118:86:0,10-6,Popup,,,-1,-1,Default task
2021-11-15T22:41:07.257+09:00,yeojisu,KeyEvent,105:73:0,10-6,Popup,,,-1,-1,Default task
2021-11-15T22:41:07.381+09:00,yeojisu,KeyEvent,101:69:0,10-6,Popup,,,-1,-1,Default task
2021-11-15T22:41:07.494+09:00,yeojisu,KeyEvent,119:87:0,10-6,Popup,,,-1,-1,Default task
2021-11-15T22:41:08.598+09:00,yeojisu,KeyEvent,10:10:0,,,,,-1,-1,
2021-11-15T22:41:13.864+09:00,yeojisu,Action,NewDir,10-6,Project,,,-1,-1,Default task
2021-11-15T22:41:15.166+09:00,yeojisu,Action,EditorBackSpace,10-6,Popup,,,-1,-1,Default task
2021-11-15T22:41:15.167+09:00,yeojisu,KeyEvent,8:8:0,10-6,Popup,,,-1,-1,Default task
2021-11-15T22:41:15.334+09:00,yeojisu,Action,EditorBackSpace,10-6,Popup,,,-1,-1,Default task
2021-11-15T22:41:15.335+09:00,yeojisu,KeyEvent,8:8:0,10-6,Popup,,,-1,-1,Default task
2021-11-15T22:41:15.504+09:00,yeojisu,Action,EditorBackSpace,10-6,Popup,,,-1,-1,Default task
2021-11-15T22:41:15.505+09:00,yeojisu,KeyEvent,8:8:0,10-6,Popup,,,-1,-1,Default task
2021-11-15T22:41:15.672+09:00,yeojisu,Action,EditorBackSpace,10-6,Popup,,,-1,-1,Default task
2021-11-15T22:41:15.673+09:00,yeojisu,KeyEvent,8:8:0,10-6,Popup,,,-1,-1,Default task
2021-11-15T22:41:15.841+09:00,yeojisu,Action,EditorBackSpace,10-6,Popup,,,-1,-1,Default task
2021-11-15T22:41:15.842+09:00,yeojisu,KeyEvent,8:8:0,10-6,Popup,,,-1,-1,Default task
2021-11-15T22:41:16.010+09:00,yeojisu,Action,EditorBackSpace,10-6,Popup,,,-1,-1,Default task
2021-11-15T22:41:16.010+09:00,yeojisu,KeyEvent,8:8:0,10-6,Popup,,,-1,-1,Default task
2021-11-15T22:41:17.494+09:00,yeojisu,KeyEvent,109:77:0,10-6,Popup,,,-1,-1,Default task
2021-11-15T22:41:17.618+09:00,yeojisu,KeyEvent,111:79:0,10-6,Popup,,,-1,-1,Default task
2021-11-15T22:41:17.708+09:00,yeojisu,KeyEvent,100:68:0,10-6,Popup,,,-1,-1,Default task
2021-11-15T22:41:18.012+09:00,yeojisu,KeyEvent,101:69:0,10-6,Popup,,,-1,-1,Default task
2021-11-15T22:41:18.147+09:00,yeojisu,KeyEvent,108:76:0,10-6,Popup,,,-1,-1,Default task
2021-11-15T22:41:19.417+09:00,yeojisu,KeyEvent,10:10:0,,,,,-1,-1,
2021-11-15T22:41:24.651+09:00,yeojisu,Action,NewClass,10-6,Project,,,-1,-1,Default task
2021-11-15T22:41:32.681+09:00,yeojisu,KeyEvent,65535:157:4,10-6,Popup,,,-1,-1,Default task
2021-11-15T22:41:32.805+09:00,yeojisu,Action,EditorPaste,10-6,Popup,,,-1,-1,Default task
2021-11-15T22:41:32.822+09:00,yeojisu,KeyEvent,118:86:4,10-6,Popup,,,-1,-1,Default task
2021-11-15T22:41:33.662+09:00,yeojisu,KeyEvent,10:10:0,,,,,-1,-1,
2021-11-15T22:41:38.106+09:00,yeojisu,Action,NewClass,10-6,Project,/Users/yeojisu/Desktop/10-6/src/view/SwingTableView.java,,2,28,Default task
2021-11-15T22:41:43.829+09:00,yeojisu,KeyEvent,65535:157:4,10-6,Popup,/Users/yeojisu/Desktop/10-6/src/view/SwingTableView.java,,2,28,Default task
2021-11-15T22:41:43.953+09:00,yeojisu,Action,EditorPaste,10-6,Popup,/Users/yeojisu/Desktop/10-6/src/view/SwingTableView.java,,2,28,Default task
2021-11-15T22:41:43.959+09:00,yeojisu,KeyEvent,118:86:4,10-6,Popup,/Users/yeojisu/Desktop/10-6/src/view/SwingTableView.java,,2,28,Default task
2021-11-15T22:41:44.975+09:00,yeojisu,KeyEvent,10:10:0,,,,,-1,-1,
2021-11-15T22:42:01.323+09:00,yeojisu,Action,NewClass,10-6,Project,/Users/yeojisu/Desktop/10-6/src/model/PersonTableModel.java,,2,30,Default task
2021-11-15T22:42:02.233+09:00,yeojisu,KeyEvent,65535:157:4,10-6,Popup,/Users/yeojisu/Desktop/10-6/src/model/PersonTableModel.java,,2,30,Default task
2021-11-15T22:42:02.503+09:00,yeojisu,Action,EditorPaste,10-6,Popup,/Users/yeojisu/Desktop/10-6/src/model/PersonTableModel.java,,2,30,Default task
2021-11-15T22:42:02.507+09:00,yeojisu,KeyEvent,118:86:4,10-6,Popup,/Users/yeojisu/Desktop/10-6/src/model/PersonTableModel.java,,2,30,Default task
2021-11-15T22:42:02.992+09:00,yeojisu,KeyEvent,10:10:0,,,,,-1,-1,
2021-11-15T22:42:10.310+09:00,yeojisu,KeyEvent,65535:157:4,10-6,Editor,/Users/yeojisu/Desktop/10-6/src/SwingTableWithModelTest.java,,0,0,Default task
2021-11-15T22:42:10.400+09:00,yeojisu,Action,EditorPaste,10-6,Editor,/Users/yeojisu/Desktop/10-6/src/SwingTableWithModelTest.java,,0,0,Default task
2021-11-15T22:42:10.409+09:00,yeojisu,KeyEvent,118:86:4,10-6,Editor,/Users/yeojisu/Desktop/10-6/src/SwingTableWithModelTest.java,,22,1,Default task
2021-11-15T22:42:12.997+09:00,yeojisu,KeyEvent,65535:18:8,10-6,Editor,/Users/yeojisu/Desktop/10-6/src/SwingTableWithModelTest.java,SwingTableWithModelTest::createAndShowGUI,13,23,Default task
2021-11-15T22:42:13.247+09:00,yeojisu,Action,ShowIntentionActions,10-6,Editor,/Users/yeojisu/Desktop/10-6/src/SwingTableWithModelTest.java,SwingTableWithModelTest::createAndShowGUI,13,23,Default task
